Code,Dataset,BIOME,Species,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Pmass,log Parea,log Amass,log Aarea,log Gs,log Rdmass,log Rdarea,Ca - Ci,,,,
1716,Pyankov_Urals_Yekaterinburg,BOREAL,Caltha palustris,H,,B,C3,N,,1.45,0.632,-0.067,,,,,,,,,,,,
1717,Pyankov_Urals_Yekaterinburg,BOREAL,Thalictrum simplex,H,,,,N,,1.64,0.400,-0.039,,,,,,,,,,,,
1718,Pyankov_Urals_Yekaterinburg,BOREAL,Trollius europaeus,H,,B,C3,N,,1.63,0.620,0.254,,,,,,,,,,,,
1719,Pyankov_Urals_Yekaterinburg,BOREAL,Filipendula ulmaria,H,,B,C3,N,,1.73,0.272,-0.127,,,,,,,,,,,,
1720,Pyankov_Urals_Yekaterinburg,BOREAL,Filipendula vulgaris,H,,,,N,,1.67,0.279,-0.170,,,,,,,,,,,,
1721,Pyankov_Urals_Yekaterinburg,BOREAL,Fragaria vesca,H,,,,N,,1.41,0.302,-0.220,,,,,,,,,,,,
1722,Pyankov_Urals_Yekaterinburg,BOREAL,Fragaria viridis,H,,,,N,,1.71,0.262,-0.165,,,,,,,,,,,,
1723,Pyankov_Urals_Yekaterinburg,BOREAL,Potentilla erecta,H,,,,N,,1.51,0.348,-0.301,,,,,,,,,,,,
1724,Pyankov_Urals_Yekaterinburg,BOREAL,Sanguisorba officinalis,H,,,,N,,1.48,0.276,-0.314,,,,,,,,,,,,
1725,Pyankov_Urals_Yekaterinburg,BOREAL,Galium boreale,H,,,,N,,1.83,0.312,0.145,,,,,,,,,,,,
1726,Pyankov_Urals_Yekaterinburg,BOREAL,Galium mollugo,H,,,,N,,1.41,0.469,-0.224,,,,,,,,,,,,
1727,Pyankov_Urals_Yekaterinburg,BOREAL,Galium verum,H,,,,N,,1.53,0.147,-0.324,,,,,,,,,,,,
1728,Pyankov_Urals_Yekaterinburg,BOREAL,Chrysosplenium alternifolium,H,,,,N,,1.26,0.376,-0.323,,,,,,,,,,,,
1729,Pyankov_Urals_Yekaterinburg,BOREAL,Digitalis grandiflora,H,,,,N,,1.52,0.334,-0.255,,,,,,,,,,,,
1730,Pyankov_Urals_Yekaterinburg,BOREAL,Verbascum thapsus,H,,,,N,,1.47,0.443,-0.058,,,,,,,,,,,,
1731,Pyankov_Urals_Yekaterinburg,BOREAL,Veronica chamaedrys,H,,B,C3,N,,1.51,0.248,-0.377,,,,,,,,,,,,
1732,Pyankov_Urals_Yekaterinburg,BOREAL,Veronica longifolia,H,,,,N,,1.80,0.242,-0.072,,,,,,,,,,,,
1733,Pyankov_Urals_Yekaterinburg,BOREAL,Veronica spicata,H,,,,N,,1.89,0.283,0.174,,,,,,,,,,,,
1734,Pyankov_Urals_Yekaterinburg,BOREAL,Viola canina,H,,,,N,,1.52,0.615,0.137,,,,,,,,,,,,
1735,Pyankov_Urals_Yekaterinburg,BOREAL,Viola mirabilis,H,,,,N,,1.23,0.272,-0.495,,,,,,,,,,,,
1736,Pyankov_Urals_Yekaterinburg,BOREAL,Allium rubens,H,,,,N,,2.05,0.235,0.289,,,,,,,,,,,,
1737,Pyankov_Urals_Yekaterinburg,BOREAL,Allium strictum,H,,,,N,,1.92,0.238,0.459,,,,,,,,,,,,
1738,Pyankov_Urals_Yekaterinburg,BOREAL,Calla palustre,H,,,,N,,1.52,0.615,-0.018,,,,,,,,,,,,
1739,Pyankov_Urals_Yekaterinburg,BOREAL,Convallaria majalis,H,,,,N,,1.37,0.582,-0.043,,,,,,,,,,,,
1740,Pyankov_Urals_Yekaterinburg,BOREAL,Maianthemum bifolium,H,,,,N,,1.41,0.396,-0.189,,,,,,,,,,,,
1741,Pyankov_Urals_Yekaterinburg,BOREAL,Polygonatum officinale,H,,,,N,,1.42,0.453,0.004,,,,,,,,,,,,
1742,Pyankov_Urals_Yekaterinburg,BOREAL,Lilium martagon,H,,,,N,,1.59,0.575,0.164,,,,,,,,,,,,
1743,Pyankov_Urals_Yekaterinburg,BOREAL,Neottianthe cucullata,H,,,,N,,1.34,0.581,-0.097,,,,,,,,,,,,
1744,Pyankov_Urals_Yekaterinburg,BOREAL,Platanthera bifolia,H,,,,N,,1.55,0.420,-0.030,,,,,,,,,,,,
1745,Pyankov_Urals_Yekaterinburg,BOREAL,Linnaea borealis,S,,,,N,,1.48,0.053,-0.261,,,,,,,,,,,,
1746,Pyankov_Urals_Yekaterinburg,BOREAL,Genista tinctoria,S,,,,Y,,1.78,0.494,0.424,,,,,,,,,,,,
1747,Pyankov_Urals_Yekaterinburg,BOREAL,Moneses uniflora,S,,,,N,,1.76,0.310,0.063,,,,,,,,,,,,
1748,Pyankov_Urals_Yekaterinburg,BOREAL,Orthilia secunda,S,,B,C3,N,,1.93,0.173,-0.033,,,,,,,,,,,,
1749,Pyankov_Urals_Yekaterinburg,BOREAL,Pyrola media,S,,,,N,,1.69,0.182,-0.131,,,,,,,,,,,,
1750,Pyankov_Urals_Yekaterinburg,BOREAL,Pyrola minor,S,,,,N,,1.53,0.201,-0.272,,,,,,,,,,,,
1751,Pyankov_Urals_Yekaterinburg,BOREAL,Pyrola rotundifolia,S,,,,N,,1.69,0.161,-0.148,,,,,,,,,,,,
1752,Pyankov_Urals_Yekaterinburg,BOREAL,Vaccinium myrtillus,S,D,B,C3,N,,1.36,0.344,-0.296,,,,,,,,,,,,
1753,Pyankov_Urals_Yekaterinburg,BOREAL,Sparganium erectum,H,,,,N,,1.74,0.446,0.183,,,,,,,,,,,,
1754,Pyankov_Urals_Yekaterinburg,BOREAL,Typha latifolia,H,,,,N,,2.10,0.498,0.594,,,,,,,,,,,,
1755,Reichetal_Colorado,TEMP_FOR,Abies lasiocarpa,T,E,N,C3,N,1.98,2.41,0.013,0.418,,,1.06,0.47,1.91,0.54,-0.06,87.7,,,,
1756,Reichetal_Colorado,TEMP_FOR,Acomastylis rosii,H,,B,C3,N,0.30,1.92,0.398,0.322,,,2.08,1.03,2.83,1.32,0.24,34.8,,,,
1757,Reichetal_Colorado,TEMP_FOR,Arctostaphylos uva-ursi,S,E,B,C3,N,1.26,2.11,0.090,0.196,,,1.50,0.64,2.28,0.72,-0.17,56.0,,,,
1758,Reichetal_Colorado,TEMP_FOR,Bistorta bistortoides,H,,B,C3,N,0.30,1.92,0.591,0.508,,,2.13,1.05,2.71,1.45,0.37,48.8,,,,
1759,Reichetal_Colorado,TEMP_FOR,Picea engelmanii,T,E,N,C3,N,1.95,2.49,0.013,0.498,,,1.06,0.55,1.98,0.51,-0.01,87.0,,,,
1760,Reichetal_Colorado,TEMP_FOR,Pinus flexilis,T,E,N,C3,N,1.56,2.56,0.049,0.613,,,1.41,0.99,2.41,0.60,0.17,91.4,,,,
1761,Reichetal_Colorado,TEMP_FOR,Psychrophila leptosepala,H,,B,C3,N,0.40,1.90,0.462,0.362,,,2.04,0.94,2.66,1.18,0.08,45.7,,,,
1762,Reichetal_Colorado,TEMP_FOR,Salix glauca,T,D,B,C3,N,0.48,1.91,0.420,0.331,,,2.09,1.01,2.68,1.25,0.16,48.8,,,,
1763,Reichetal_Colorado,TEMP_FOR,Salix planifolia,T,,B,C3,N,0.48,1.91,0.427,0.337,,,2.18,1.09,2.73,1.39,0.30,52.6,,,,
1764,Reichetal_Colorado,TEMP_FOR,Vaccinium myrtillus,S,D,B,C3,N,0.54,1.77,0.369,0.136,,,2.02,0.79,2.40,1.03,-0.21,59.6,,,,
1765,Reichetal_N_Carolina,TEMP_FOR,Acer rubrum,T,D,B,C3,N,0.72,1.80,0.264,0.060,,,2.10,0.89,2.37,1.11,-0.10,76.7,,,,
1766,Reichetal_N_Carolina,TEMP_FOR,Eupatorium rugesum,H,,B,C3,N,0.68,1.33,0.593,-0.078,,,2.58,0.84,2.35,1.65,-0.02,73.6,,,,
1767,Reichetal_N_Carolina,TEMP_FOR,Galax aphylla,H,,B,C3,N,1.26,1.90,-0.051,-0.148,,,1.89,0.69,1.94,0.99,-0.11,136.2,,,,
1768,Reichetal_N_Carolina,TEMP_FOR,Helianthus microcephalus,H,,B,C3,N,0.61,1.60,0.418,0.019,,,2.41,1.02,2.73,1.55,0.15,45.6,,,,
1769,Reichetal_N_Carolina,TEMP_FOR,Kalmia latifolia,T,E,B,C3,N,1.56,2.02,0.061,0.085,,,1.64,0.68,2.24,0.95,-0.03,66.4,,,,
1770,Reichetal_N_Carolina,TEMP_FOR,Liriodendron tulipifera,T,D,B,C3,N,0.72,1.78,0.350,0.133,,,2.23,1.01,2.65,1.15,-0.07,52.4,,,,
1771,Reichetal_N_Carolina,TEMP_FOR,Pinus rigida,T,E,N,C3,N,1.52,2.31,0.064,0.375,,,1.75,1.05,2.50,0.72,0.03,83.7,,,,
1772,Reichetal_N_Carolina,TEMP_FOR,Pinus strobus,T,E,N,C3,N,1.32,2.04,0.130,0.167,,,1.70,0.78,2.30,0.72,-0.25,73.6,,,,
1773,Reichetal_N_Carolina,TEMP_FOR,Podophyllum peltatum,H,,B,C3,N,0.48,1.49,0.618,0.109,,,2.42,0.81,2.23,1.43,-0.08,95.1,,,,
1774,Reichetal_N_Carolina,TEMP_FOR,Quercus coccinea,T,D,B,C3,N,0.76,1.93,0.238,0.166,,,2.05,0.99,2.53,1.06,-0.01,66.1,,,,
1775,Reichetal_N_Carolina,TEMP_FOR,Rhododendron maximum,T,E,B,C3,N,1.68,2.31,-0.066,0.245,,,1.53,0.84,2.13,0.58,-0.11,123.3,,,,
1776,Reichetal_N_Carolina,TEMP_FOR,Robinia pseudoacacia,T,D,B,C3,Y,0.66,1.58,0.636,0.215,,,2.39,0.97,2.47,1.51,0.08,77.6,,,,
1777,Reichetal_N_Carolina,TEMP_FOR,Tsuga canadensis,T,E,N,C3,N,1.78,2.09,-0.004,0.084,,,1.64,0.74,2.15,0.49,-0.42,94.3,,,,
1778,Reichetal_N_Carolina,TEMP_FOR,Veratrum parviflorum,H,,B,C3,N,0.56,1.53,,,,,2.16,0.64,2.12,1.27,-0.20,80.1,,,,
1779,Reichetal_New_Mexico,WLAND,Atriplex canescens,H,,B,C3,N,0.85,2.40,0.322,0.723,,,1.90,1.23,2.54,1.09,0.49,115.3,,,,
1780,Reichetal_New_Mexico,WLAND,Baccharis angustifolia,T,,B,C3,N,0.40,1.98,0.290,0.269,,,2.30,1.27,2.76,1.24,0.22,73.1,,,,
1781,Reichetal_New_Mexico,WLAND,Eleagnus angustifolia,T,,B,C3,N,0.48,1.91,0.600,0.506,,,2.24,1.15,2.61,1.37,0.28,80.1,,,,
1782,Reichetal_New_Mexico,WLAND,Gutierrezia sarothrae,S,,B,C3,N,0.78,2.47,0.225,0.695,,,1.77,1.17,2.81,1.16,0.63,52.4,,,,
1783,Reichetal_New_Mexico,WLAND,Juniperus monosperma,T,E,N,C3,N,1.89,2.89,0.068,0.961,,,1.06,0.89,2.18,0.68,0.57,122.2,,,,
1784,Reichetal_New_Mexico,WLAND,Larrea tridentata,S,E,B,C3,N,1.08,2.40,0.288,0.690,,,1.93,1.26,2.52,0.89,0.29,133.6,,,,
1785,Reichetal_New_Mexico,WLAND,Pinus edulis,T,E,N,C3,N,1.82,2.61,0.025,0.636,,,1.10,0.61,2.01,,,98.4,,,,
1786,Reichetal_New_Mexico,WLAND,Populus fremontii,T,,B,C3,N,0.48,2.08,0.220,0.297,,,2.08,1.16,2.69,1.16,0.24,66.1,,,,
1787,Reichetal_New_Mexico,WLAND,Prosopis glandulosa,T,,B,C3,Y,0.85,2.29,0.396,0.687,,,1.96,1.25,2.56,0.94,0.18,115.7,,,,
1788,Reichetal_New_Mexico,WLAND,Quercus turbinella,T,,B,C3,N,0.90,2.18,0.188,0.368,,,,,,1.19,0.37,,,,,
1789,Reichetal_S_Carolina,TEMP_FOR,Lyonia lucida,S,E,B,C3,N,1.29,2.38,-0.036,0.340,,,1.43,0.79,2.27,0.76,0.14,80.4,,,,
1790,Reichetal_S_Carolina,TEMP_FOR,Persea borbonia,S,E,B,C3,N,1.26,2.05,0.215,0.261,,,1.79,0.83,2.31,0.83,-0.13,80.9,,,,
1791,Reichetal_S_Carolina,TEMP_FOR,Pinus palustris,T,E,N,C3,N,1.51,2.41,-0.086,0.321,,,1.22,0.59,1.83,0.56,-0.04,144.5,,,,
1792,Reichetal_S_Carolina,TEMP_FOR,Pinus serotina,T,E,N,C3,N,1.43,2.44,-0.086,0.359,,,1.20,0.61,1.97,0.70,0.08,104.6,,,,
1793,Reichetal_S_Carolina,TEMP_FOR,Pterocaulon pycnostachyum,H,,B,C3,N,0.71,1.91,0.294,0.202,,,2.01,0.89,2.56,1.19,0.10,48.7,,,,
1794,Reichetal_S_Carolina,TEMP_FOR,Quercus laevis,T,D,B,C3,N,0.88,2.01,0.061,0.071,,,1.82,0.83,2.26,0.80,-0.19,91.0,,,,
1795,Reichetal_S_Carolina,TEMP_FOR,Quercus virginia var geminata,T,,B,C3,N,1.04,2.20,0.188,0.389,,,1.91,1.11,2.56,0.76,-0.04,84.0,,,,
1796,Reichetal_S_Carolina,TEMP_FOR,Taxodium distichum,T,,N,C3,N,0.81,2.11,0.076,0.183,,,1.81,0.92,2.45,1.01,0.08,69.8,,,,
1797,Reichetal_S_Carolina,TEMP_FOR,Vaccinium arboreum,S,,B,C3,N,1.04,2.10,0.083,0.179,,,1.72,0.81,2.22,0.81,-0.10,95.1,,,,
1798,Reichetal_S_Carolina,TEMP_FOR,Vaccinium corymbosum,S,,B,C3,N,0.88,2.01,0.090,0.099,,,1.78,0.79,2.16,1.10,0.11,105.4,,,,
1799,Reichetal_Venezuela,TROP_RF,Aspidosperma album,T,E,B,C3,N,1.52,2.08,0.029,0.112,,,1.72,0.81,2.61,,,38.7,,,,
1800,Reichetal_Venezuela,TROP_RF,Bellucia grossularioides,T,,B,C3,N,0.92,2.11,0.228,0.335,,,2.05,1.15,3.23,0.90,0.00,17.6,,,,
1801,Reichetal_Venezuela,TROP_RF,Caraipa heterocarpa,T,E,B,C3,N,1.59,2.17,-0.032,0.137,,,1.59,0.76,2.38,,,55.8,,,,
1802,Reichetal_Venezuela,TROP_RF,Cecropia ficifolia,T,,B,C3,N,0.43,1.84,0.393,0.233,,,2.40,1.25,3.36,1.26,0.10,14.0,,,,
1803,Reichetal_Venezuela,TROP_RF,Clidemia sericea,T,,B,C3,N,0.71,1.90,0.217,0.116,,,2.06,0.96,2.78,,,35.0,,,,
1804,Reichetal_Venezuela,TROP_RF,Eperua leucantha,T,E,B,C3,Y,1.64,2.02,0.097,0.119,,,1.55,0.56,2.24,,,52.6,,,,
1805,Reichetal_Venezuela,TROP_RF,Eperua purpurea,T,E,B,C3,Y,1.63,,0.182,,,,1.74,,2.32,,,,,,,
1806,Reichetal_Venezuela,TROP_RF,Goupia glabra,T,,B,C3,N,1.06,1.89,0.179,0.065,,,2.00,0.89,2.48,,,63.2,,,,
1807,Reichetal_Venezuela,TROP_RF,Leguminosae sp,T,E,B,C3,N,1.70,2.14,0.330,0.472,,,1.68,0.82,2.37,,,70.5,,,,
1808,Reichetal_Venezuela,TROP_RF,Licania heteromorpha,T,E,B,C3,N,1.60,2.17,0.114,0.286,,,1.73,0.90,2.58,0.72,-0.11,48.8,,,,
1809,Reichetal_Venezuela,TROP_RF,Manihot esculenta,S,,B,C3,N,0.18,1.56,0.600,0.160,,,2.67,1.23,3.05,1.52,0.08,31.5,,,,
1810,Reichetal_Venezuela,TROP_RF,Miconia dispar,T,,B,C3,N,1.08,2.04,0.201,0.246,,,1.96,1.01,3.00,0.72,-0.24,20.9,,,,
1811,Reichetal_Venezuela,TROP_RF,Micrandra sprucei,T,E,B,C3,N,1.70,2.23,0.033,0.267,,,1.64,0.87,2.47,,,59.6,,,,
1812,Reichetal_Venezuela,TROP_RF,Micropholis magueirei,T,E,B,C3,N,1.70,2.26,-0.097,0.160,,,,,,,,,,,,
1813,Reichetal_Venezuela,TROP_RF,Neea obovata,T,,B,C3,N,1.08,1.99,0.265,0.252,,,1.81,0.81,2.68,,,31.5,,,,
1814,Reichetal_Venezuela,TROP_RF,Ocotea costulata,T,E,B,C3,N,1.59,2.11,0.176,0.291,,,1.65,0.77,2.52,0.70,-0.19,41.9,,,,
1815,Reichetal_Venezuela,TROP_RF,Protium sp1,T,E,B,C3,N,1.52,2.06,-0.066,-0.003,,,1.54,0.61,2.51,0.78,-0.16,27.8,,,,
1816,Reichetal_Venezuela,TROP_RF,Protium sp2,T,E,B,C3,N,1.54,2.09,0.248,0.334,,,1.83,0.91,2.58,0.76,-0.15,52.8,,,,
1817,Reichetal_Venezuela,TROP_RF,Protium sp3,T,E,B,C3,N,1.71,2.24,0.013,0.249,,,1.52,0.75,2.44,,,48.8,,,,
1818,Reichetal_Venezuela,TROP_RF,Retiniphyllum truncatum,T,E,B,C3,N,1.22,2.08,-0.167,-0.086,,,1.67,0.75,2.69,,,28.1,,,,
1819,Reichetal_Venezuela,TROP_RF,Rhodognaphalopsis humilis,T,E,B,C3,N,1.38,2.12,-0.108,0.016,,,1.67,0.79,2.84,,,21.1,,,,
1820,Reichetal_Venezuela,TROP_RF,Solanum straminifolia,T,,B,C3,N,0.30,1.54,0.593,0.135,,,2.58,1.13,3.19,1.53,0.07,17.5,,,,
1821,Reichetal_Venezuela,TROP_RF,Vismia japurensis,T,,B,C3,N,0.84,1.98,0.215,0.192,,,2.15,1.11,2.99,0.97,-0.05,27.9,,,,
1822,Reichetal_Venezuela,TROP_RF,Vismia lauriformis,T,,B,C3,N,0.65,1.94,0.253,0.195,,,2.20,1.14,2.95,1.04,-0.02,35.0,,,,
1823,Reichetal_Wisconsin,TEMP_FOR,Acer rubrum,T,D,B,C3,N,0.74,1.78,0.322,0.102,,,2.03,0.81,,1.09,-0.13,,,,,
1824,Reichetal_Wisconsin,TEMP_FOR,Acer saccharum,T,D,B,C3,N,0.74,1.90,0.267,0.170,,,2.00,0.88,,0.85,-0.25,,,,,
1825,Reichetal_Wisconsin,TEMP_FOR,Andromeda glaucophylla,S,E,B,C3,N,1.11,2.12,0.143,0.264,,,1.85,0.97,2.49,,,69.5,,,,
1826,Reichetal_Wisconsin,TEMP_FOR,Arisaema triphyllum,H,,B,C3,N,,1.42,0.803,0.224,,,,,1.95,,,,,,,
1827,Reichetal_Wisconsin,TEMP_FOR,Baptisia leucophaea,H,,B,C3,Y,0.54,1.97,0.555,0.529,,,2.20,1.17,2.68,1.56,0.53,73.6,,,,
1828,Reichetal_Wisconsin,TEMP_FOR,Betula nigra,T,,B,C3,N,0.72,1.93,0.358,0.286,,,2.07,1.00,2.47,,,80.4,,,,
1829,Reichetal_Wisconsin,TEMP_FOR,Betula pumilla,T,,B,C3,N,0.78,2.03,0.179,0.210,,,1.83,0.86,2.41,,,69.8,,,,
1830,Reichetal_Wisconsin,TEMP_FOR,Carya ovata,T,D,B,C3,N,0.75,1.95,0.297,0.247,,,1.96,0.92,2.50,,,63.0,,,,
1831,Reichetal_Wisconsin,TEMP_FOR,Caulophyllum thalictroides,H,,B,C3,N,,1.37,0.765,0.137,,,2.40,0.77,2.13,,,109.2,,,,
1832,Reichetal_Wisconsin,TEMP_FOR,Celtis occidentalis,T,,B,C3,N,0.74,1.92,0.378,0.296,,,2.07,0.99,2.61,,,55.8,,,,
1833,Reichetal_Wisconsin,TEMP_FOR,Chamaedaphne calyculata,S,E,B,C3,N,1.11,1.94,0.076,0.015,,,1.85,0.79,2.48,,,49.0,,,,
1834,Reichetal_Wisconsin,TEMP_FOR,Cornus florida,T,D,B,C3,N,0.75,1.97,0.146,0.113,,,1.93,0.86,,,,,,,,
1835,Reichetal_Wisconsin,TEMP_FOR,Cornus racemosa,S,,B,C3,N,0.78,1.91,0.161,0.071,,,1.98,0.85,2.40,,,66.4,,,,
1836,Reichetal_Wisconsin,TEMP_FOR,Dentaria laciniata,H,,B,C3,N,0.04,1.53,0.724,0.252,,,2.64,1.15,2.36,,,150.9,,,,
1837,Reichetal_Wisconsin,TEMP_FOR,Echinacea purpurea,H,,B,C3,N,0.60,1.89,0.176,0.067,,,2.09,0.99,2.68,1.24,0.13,49.2,,,,
1838,Reichetal_Wisconsin,TEMP_FOR,Erythronium americanum,H,,B,C3,N,0.28,1.65,0.623,0.277,,,2.42,1.08,2.56,1.72,0.37,76.7,,,,
1839,Reichetal_Wisconsin,TEMP_FOR,Fraxinus americana,T,D,B,C3,N,0.76,1.86,0.297,0.157,,,2.08,0.93,2.61,,,48.8,,,,
1840,Reichetal_Wisconsin,TEMP_FOR,Ilex verticillata,S,,B,C3,N,0.78,1.96,0.190,0.147,,,1.86,0.82,2.33,,,73.4,,,,
1841,Reichetal_Wisconsin,TEMP_FOR,Juglans nigra,T,,B,C3,N,0.70,1.52,0.471,-0.013,,,2.24,0.76,2.21,,,87.7,,,,
1842,Reichetal_Wisconsin,TEMP_FOR,Juniperus virginiana,T,,N,C3,N,,2.52,0.215,0.738,,,1.52,0.81,,,,,,,,
1843,Reichetal_Wisconsin,TEMP_FOR,Larix decidua,T,D,N,C3,N,0.78,1.86,0.322,0.179,,,2.01,0.95,2.40,,,83.7,,,,
1844,Reichetal_Wisconsin,TEMP_FOR,Larix laricina,T,,N,C3,N,0.78,2.08,0.155,0.235,,,1.72,0.83,2.65,,,35.0,,,,
1845,Reichetal_Wisconsin,TEMP_FOR,Lonicera bella,S,,B,C3,N,0.83,1.92,0.279,0.200,,,2.07,0.99,2.51,,,73.6,,,,
1846,Reichetal_Wisconsin,TEMP_FOR,Picea glauca,T,E,N,C3,N,1.78,2.46,0.093,0.549,,,1.36,0.82,2.28,0.60,0.06,84.0,,,,
1847,Reichetal_Wisconsin,TEMP_FOR,Picea mariana,T,E,N,C3,N,1.78,2.47,0.083,0.551,,,1.57,0.96,,,,,,,,
1848,Reichetal_Wisconsin,TEMP_FOR,Pinus banksiana,T,E,N,C3,N,1.43,2.39,0.093,0.481,,,1.49,0.88,2.36,0.78,0.17,80.9,,,,
1849,Reichetal_Wisconsin,TEMP_FOR,Pinus resinosa,T,E,N,C3,N,1.56,2.47,0.068,0.537,,,1.38,0.80,,,,,,,,
1850,Reichetal_Wisconsin,TEMP_FOR,Pinus strobus,T,E,N,C3,N,1.32,2.13,0.230,0.361,,,1.65,0.78,2.31,0.67,-0.20,69.5,,,,
1851,Reichetal_Wisconsin,TEMP_FOR,Pinus sylvestris,T,E,N,C3,N,1.43,2.47,0.143,0.612,,,1.54,1.01,,0.79,0.26,,,,,
1852,Reichetal_Wisconsin,TEMP_FOR,Podophyllum peltatum,H,,B,C3,N,0.48,1.51,0.650,0.160,,,2.39,0.90,2.21,,,115.3,,,,
1853,Reichetal_Wisconsin,TEMP_FOR,Populus deltoides,T,D,B,C3,N,0.70,1.96,0.373,0.332,,,2.21,1.17,2.77,1.15,0.10,55.8,,,,
1854,Reichetal_Wisconsin,TEMP_FOR,Populus tremuloides,T,D,B,C3,N,0.70,1.92,0.344,0.262,,,2.15,1.08,2.63,1.35,0.27,66.9,,,,
1855,Reichetal_Wisconsin,TEMP_FOR,Prunus serotina,T,D,B,C3,N,0.74,2.00,0.316,0.320,,,2.10,1.07,,,,,,,,
1856,Reichetal_Wisconsin,TEMP_FOR,Quercus ellipsoidalis,T,,B,C3,N,0.78,2.02,0.322,0.344,,,2.10,1.12,,1.12,0.14,,,,,
1857,Reichetal_Wisconsin,TEMP_FOR,Quercus macrocarpa,T,D,B,C3,N,0.78,1.94,0.371,0.314,,,2.17,1.13,2.78,,,52.6,,,,
1858,Reichetal_Wisconsin,TEMP_FOR,Rhamnus cathartica,S,D,B,C3,N,0.83,1.94,0.362,0.301,,,2.13,1.04,2.64,,,59.6,,,,
1859,Reichetal_Wisconsin,TEMP_FOR,Sanguinaria canadensis,H,,B,C3,N,0.60,1.49,0.729,0.223,,,2.41,0.90,2.32,1.81,0.31,91.0,,,,
1860,Reichetal_Wisconsin,TEMP_FOR,Sarracenia purpurea,H,E,B,C3,N,1.48,2.11,0.057,0.164,,,1.36,0.47,2.16,,,49.0,,,,
1861,Reichetal_Wisconsin,TEMP_FOR,Silphium integrifolium,H,,B,C3,N,0.60,1.93,0.220,0.155,,,2.06,1.00,2.68,1.28,0.22,49.0,,,,
1862,Reichetal_Wisconsin,TEMP_FOR,Silphium terebinthinaceum,H,,B,C3,N,0.48,1.88,0.158,0.035,,,2.24,1.13,2.79,1.25,0.12,48.8,,,,
1863,Reichetal_Wisconsin,TEMP_FOR,Thuja occidentalis,T,E,N,C3,N,1.68,2.35,-0.119,0.229,,,1.51,0.86,2.21,,,109.2,,,,
1864,Reichetal_Wisconsin,TEMP_FOR,Trillium grandiflora,H,,B,C3,N,0.57,1.45,0.713,0.160,,,2.32,0.76,2.70,,,28.1,,,,
1865,Reichetal_Wisconsin,TEMP_FOR,Ulmus americana,T,D,B,C3,N,0.76,2.08,0.286,0.361,,,2.06,1.14,2.66,,,69.8,,,,
1866,Ricklefs_SE_Ontario,TEMP_FOR,Acer negundo,T,D,B,C3,N,,1.57,0.398,-0.033,-0.770,-1.201,,,,,,,,,,
1867,Ricklefs_SE_Ontario,TEMP_FOR,Acer pensylvanicum,T,D,B,C3,N,,1.48,0.279,-0.420,-0.569,-1.268,,,,,,,,,,
1868,Ricklefs_SE_Ontario,TEMP_FOR,Acer rubrum,T,D,B,C3,N,,1.89,0.301,0.187,-0.721,-0.835,,,,,,,,,,
1869,Ricklefs_SE_Ontario,TEMP_FOR,Acer saccharum,T,D,B,C3,N,,1.67,0.342,0.014,-0.553,-0.881,,,,,,,,,,
1870,Ricklefs_SE_Ontario,TEMP_FOR,Rhus typhina,T,D,B,C3,N,,1.82,0.491,0.310,-0.409,-0.591,,,,,,,,,,
1871,Ricklefs_SE_Ontario,TEMP_FOR,Alnus rugosa,T,D,B,C3,Y,,1.78,0.477,0.254,-0.658,-0.880,,,,,,,,,,
1872,Ricklefs_SE_Ontario,TEMP_FOR,Betula alleghaniensis,T,D,B,C3,N,,1.66,0.342,0.006,-0.770,-1.106,,,,,,,,,,
1873,Ricklefs_SE_Ontario,TEMP_FOR,Betula papyrifera,T,D,B,C3,N,,1.86,0.342,0.206,-0.678,-0.815,,,,,,,,,,
1874,Ricklefs_SE_Ontario,TEMP_FOR,Carpinus caroliniana,T,D,B,C3,N,,1.73,0.301,0.034,-0.745,-1.012,,,,,,,,,,
1875,Ricklefs_SE_Ontario,TEMP_FOR,Ostrya virginiana,T,D,B,C3,N,,1.57,0.342,-0.089,-0.602,-1.033,,,,,,,,,,
1876,Ricklefs_SE_Ontario,TEMP_FOR,Cornus alternifolia,T,D,B,C3,N,,1.60,0.230,-0.167,-0.959,-1.357,,,,,,,,,,
1877,Ricklefs_SE_Ontario,TEMP_FOR,Fagus grandifolia,T,D,B,C3,N,,1.73,0.322,0.055,-0.770,-1.037,,,,,,,,,,
1878,Ricklefs_SE_Ontario,TEMP_FOR,Quercus alba,T,D,B,C3,N,,1.68,0.342,0.024,-0.678,-0.996,,,,,,,,,,
1879,Ricklefs_SE_Ontario,TEMP_FOR,Quercus rubra,T,D,B,C3,N,,1.74,0.255,-0.005,-0.699,-0.959,,,,,,,,,,
1880,Ricklefs_SE_Ontario,TEMP_FOR,Quercus macrocarpa,T,D,B,C3,N,,1.98,0.322,0.305,-0.721,-0.738,,,,,,,,,,
1881,Ricklefs_SE_Ontario,TEMP_FOR,Carya cordiformis,T,D,B,C3,N,,1.64,0.415,0.059,-0.495,-0.851,,,,,,,,,,
1882,Ricklefs_SE_Ontario,TEMP_FOR,Carya ovata,T,D,B,C3,N,,1.72,0.342,0.059,-0.638,-0.922,,,,,,,,,,
1883,Ricklefs_SE_Ontario,TEMP_FOR,Juglans cinerea,T,D,B,C3,N,,1.79,0.415,0.200,-0.409,-0.624,,,,,,,,,,
